Process_Name,Transaction_ID,Result_Sync,Entry_By,Entry_Date,Submission_Date,Approval_Date,Remark,Is_Success
Rent Room Claim,1165,1---Document posted successfully: BKPFF 220001731623462024 HYFCLNT320,System,06-Dec-2024 22:01,06-Dec-2024 07:53,06-Dec-2024 17:54,Re-Upload by Workflow,True
Rent Room Claim,1165,2---Document posted successfully: BKPFF 220001726823462024 HYFCLNT320,System,06-Dec-2024 17:54,06-Dec-2024 07:53,06-Dec-2024 17:54,Upload by Workflow,True
Rent Room Claim,1165,3---Document posted successfully: BKPFF 220001727223462024 HYFCLNT320,System,06-Dec-2024 17:55,06-Dec-2024 07:53,06-Dec-2024 17:54,Upload by Workflow,True
PDDN Claim,39972,Document posted successfully: BKPFF 110000358243282024 HYFCLNT320,System,02-Dec-2024 07:48,30-Jul-2024 16:50,02-Dec-2024 07:48,Upload by Workflow,True
PDDN Claim,41447,Document posted successfully: BKPFF 110000373743282024 HYFCLNT320,System,06-Dec-2024 17:51,22-Oct-2024 12:19,06-Dec-2024 17:51,Upload by Workflow,True
PDDN Claim,41448,Document posted successfully: BKPFF 110000373643282024 HYFCLNT320,System,06-Dec-2024 17:51,22-Oct-2024 12:29,06-Dec-2024 17:50,Upload by Workflow,True
PDDN Claim,41483,Document posted successfully: BKPFF 110009467323462024 HYFCLNT320,System,06-Dec-2024 09:08,24-Oct-2024 09:04,06-Dec-2024 09:07,Upload by Workflow,True
PDDN Claim,41665,Document posted successfully: BKPFF 110000014423322024 HYFCLNT320,System,05-Dec-2024 16:31,14-Nov-2024 13:59,05-Dec-2024 16:31,Upload by Workflow,True
PDDN Claim,41739,Document posted successfully: BKPFF 110000368243282024 HYFCLNT320,System,04-Dec-2024 18:49,29-Nov-2024 07:59,04-Dec-2024 18:48,Upload by Workflow,True
PDDN Claim,41744,Document posted successfully: BKPFF 110000368343282024 HYFCLNT320,System,04-Dec-2024 19:10,12-Nov-2024 12:40,04-Dec-2024 19:10,Upload by Workflow,True
PDDN Claim,41747,Document posted successfully: BKPFF 310009811523462024 HYFCLNT320,System,03-Dec-2024 07:52,13-Nov-2024 07:22,03-Dec-2024 07:52,Upload by Workflow,True
PDDN Claim,41749,Document posted successfully: BKPFF 110000356343282024 HYFCLNT320,System,01-Dec-2024 18:23,13-Nov-2024 07:26,01-Dec-2024 18:23,Upload by Workflow,True
PDDN Claim,41750,Document posted successfully: BKPFF 110000356443282024 HYFCLNT320,System,01-Dec-2024 18:26,13-Nov-2024 07:36,01-Dec-2024 18:26,Upload by Workflow,True
PDDN Claim,41755,Document posted successfully: BKPFF 110000356543282024 HYFCLNT320,System,01-Dec-2024 18:27,13-Nov-2024 07:43,01-Dec-2024 18:27,Upload by Workflow,True
PDDN Claim,41757,Document posted successfully: BKPFF 110000356643282024 HYFCLNT320,System,01-Dec-2024 18:29,13-Nov-2024 07:46,01-Dec-2024 18:28,Upload by Workflow,True
PDDN Claim,41793,Document posted successfully: BKPFF 110000368043282024 HYFCLNT320,System,04-Dec-2024 18:38,15-Nov-2024 07:55,04-Dec-2024 18:37,Upload by Workflow,True
PDDN Claim,41809,Document posted successfully: BKPFF 110000356743282024 HYFCLNT320,System,01-Dec-2024 18:30,15-Nov-2024 13:46,01-Dec-2024 18:30,Upload by Workflow,True
PDDN Claim,41833,Document posted successfully: BKPFF 310009814123462024 HYFCLNT320,System,03-Dec-2024 10:50,18-Nov-2024 12:37,03-Dec-2024 10:50,Upload by Workflow,True
PDDN Claim,41834,Document posted successfully: BKPFF 310009814223462024 HYFCLNT320,System,03-Dec-2024 11:01,18-Nov-2024 12:19,03-Dec-2024 11:01,Upload by Workflow,True
PDDN Claim,41868,Document posted successfully: BKPFF 110000366343282024 HYFCLNT320,System,03-Dec-2024 19:02,21-Nov-2024 12:11,03-Dec-2024 19:02,Upload by Workflow,True
PDDN Claim,41875,Document posted successfully: BKPFF 110000366643282024 HYFCLNT320,System,03-Dec-2024 19:04,25-Nov-2024 07:10,03-Dec-2024 19:04,Upload by Workflow,True
PDDN Claim,41886,Document posted successfully: BKPFF 110000368143282024 HYFCLNT320,System,04-Dec-2024 18:38,21-Nov-2024 18:36,04-Dec-2024 18:38,Upload by Workflow,True
PDDN Claim,41921,Document posted successfully: BKPFF 110000366543282024 HYFCLNT320,System,03-Dec-2024 19:04,25-Nov-2024 07:46,03-Dec-2024 19:04,Upload by Workflow,True
PDDN Claim,41924,Document posted successfully: BKPFF 110009265823462024 HYFCLNT320,System,03-Dec-2024 12:00,25-Nov-2024 08:51,03-Dec-2024 12:00,Upload by Workflow,True
PDDN Claim,41938,Document posted successfully: BKPFF 110000358643282024 HYFCLNT320,System,02-Dec-2024 09:32,25-Nov-2024 13:09,02-Dec-2024 09:31,Upload by Workflow,True
PDDN Claim,41948,Document posted successfully: BKPFF 110000357843282024 HYFCLNT320,System,02-Dec-2024 07:45,26-Nov-2024 07:43,02-Dec-2024 07:44,Upload by Workflow,True
PDDN Claim,41949,Document posted successfully: BKPFF 110000366443282024 HYFCLNT320,System,03-Dec-2024 19:03,26-Nov-2024 08:34,03-Dec-2024 19:03,Upload by Workflow,True
PDDN Claim,41950,Document posted successfully: BKPFF 110000357943282024 HYFCLNT320,System,02-Dec-2024 07:45,26-Nov-2024 07:50,02-Dec-2024 07:45,Upload by Workflow,True
PDDN Claim,41955,Document posted successfully: BKPFF 110000358143282024 HYFCLNT320,System,02-Dec-2024 07:47,28-Nov-2024 17:01,02-Dec-2024 07:47,Upload by Workflow,True
PDDN Claim,41968,Document posted successfully: BKPFF 110009171123462024 HYFCLNT320,System,02-Dec-2024 17:16,02-Dec-2024 13:27,02-Dec-2024 17:15,Upload by Workflow,True
PDDN Claim,41969,Document posted successfully: BKPFF 110009171023462024 HYFCLNT320,System,02-Dec-2024 17:15,02-Dec-2024 13:26,02-Dec-2024 17:15,Upload by Workflow,True
PDDN Claim,41970,Document posted successfully: BKPFF 310009812723462024 HYFCLNT320,System,03-Dec-2024 09:18,28-Nov-2024 06:46,03-Dec-2024 09:17,Upload by Workflow,True
PDDN Claim,41975,Document posted successfully: BKPFF 310009818923462024 HYFCLNT320,System,03-Dec-2024 14:28,28-Nov-2024 07:56,03-Dec-2024 14:28,Upload by Workflow,True
PDDN Claim,41976,Document posted successfully: BKPFF 110000358743282024 HYFCLNT320,System,02-Dec-2024 09:32,28-Nov-2024 08:25,02-Dec-2024 09:32,Upload by Workflow,True
PDDN Claim,41978,Document posted successfully: BKPFF 220001705423462024 HYFCLNT320,System,04-Dec-2024 14:40,03-Dec-2024 16:48,04-Dec-2024 14:40,Upload by Workflow,True
PDDN Claim,41980,Document posted successfully: BKPFF 310009827223462024 HYFCLNT320,System,04-Dec-2024 11:53,28-Nov-2024 10:07,04-Dec-2024 11:53,Upload by Workflow,True
PDDN Claim,41993,Document posted successfully: BKPFF 110000356843282024 HYFCLNT320,System,01-Dec-2024 18:39,28-Nov-2024 14:44,01-Dec-2024 18:38,Upload by Workflow,True
PDDN Claim,41997,Document posted successfully: BKPFF 310009827523462024 HYFCLNT320,System,04-Dec-2024 14:06,28-Nov-2024 15:39,04-Dec-2024 14:05,Upload by Workflow,True
PDDN Claim,42002,Document posted successfully: BKPFF 310009812823462024 HYFCLNT320,System,03-Dec-2024 09:18,29-Nov-2024 07:20,03-Dec-2024 09:18,Upload by Workflow,True
PDDN Claim,42003,Document posted successfully: BKPFF 110000357643282024 HYFCLNT320,System,02-Dec-2024 07:42,29-Nov-2024 07:23,02-Dec-2024 07:42,Upload by Workflow,True
PDDN Claim,42004,Document posted successfully: BKPFF 110000357543282024 HYFCLNT320,System,02-Dec-2024 07:42,29-Nov-2024 07:29,02-Dec-2024 07:41,Upload by Workflow,True
PDDN Claim,42005,Document posted successfully: BKPFF 110000358543282024 HYFCLNT320,System,02-Dec-2024 09:31,29-Nov-2024 13:40,02-Dec-2024 09:31,Upload by Workflow,True
PDDN Claim,42007,Document posted successfully: BKPFF 110000357743282024 HYFCLNT320,System,02-Dec-2024 07:43,29-Nov-2024 09:06,02-Dec-2024 07:43,Upload by Workflow,True
PDDN Claim,42008,Document posted successfully: BKPFF 110000357443282024 HYFCLNT320,System,02-Dec-2024 07:41,29-Nov-2024 09:09,02-Dec-2024 07:41,Upload by Workflow,True
PDDN Claim,42009,Document posted successfully: BKPFF 110000358043282024 HYFCLNT320,System,02-Dec-2024 07:45,29-Nov-2024 09:14,02-Dec-2024 07:45,Upload by Workflow,True
PDDN Claim,42010,Document posted successfully: BKPFF 310009802923462024 HYFCLNT320,System,02-Dec-2024 08:16,29-Nov-2024 09:46,02-Dec-2024 08:16,Upload by Workflow,True
PDDN Claim,42017,Document posted successfully: BKPFF 110000358443282024 HYFCLNT320,System,02-Dec-2024 08:45,29-Nov-2024 11:23,02-Dec-2024 08:45,Upload by Workflow,True
PDDN Claim,42018,Document posted successfully: BKPFF 110000358343282024 HYFCLNT320,System,02-Dec-2024 08:44,29-Nov-2024 11:31,02-Dec-2024 08:44,Upload by Workflow,True
PDDN Claim,42022,Document posted successfully: BKPFF 110000356943282024 HYFCLNT320,System,02-Dec-2024 06:46,29-Nov-2024 17:07,02-Dec-2024 06:46,Upload by Workflow,True
PDDN Claim,42023,Document posted successfully: BKPFF 110000357043282024 HYFCLNT320,System,02-Dec-2024 06:46,29-Nov-2024 17:08,02-Dec-2024 06:46,Upload by Workflow,True
PDDN Claim,42024,Document posted successfully: BKPFF 110000357343282024 HYFCLNT320,System,02-Dec-2024 07:11,02-Dec-2024 06:33,02-Dec-2024 07:11,Upload by Workflow,True
PDDN Claim,42025,Document posted successfully: BKPFF 110000357243282024 HYFCLNT320,System,02-Dec-2024 07:11,02-Dec-2024 06:39,02-Dec-2024 07:11,Upload by Workflow,True
PDDN Claim,42026,Document posted successfully: BKPFF 310009809923462024 HYFCLNT320,System,02-Dec-2024 16:40,02-Dec-2024 06:52,02-Dec-2024 16:40,Upload by Workflow,True
PDDN Claim,42027,Document posted successfully: BKPFF 310009802623462024 HYFCLNT320,System,02-Dec-2024 07:01,02-Dec-2024 06:51,02-Dec-2024 07:01,Upload by Workflow,True
PDDN Claim,42028,Document posted successfully: BKPFF 110000357143282024 HYFCLNT320,System,02-Dec-2024 07:11,02-Dec-2024 06:52,02-Dec-2024 07:11,Upload by Workflow,True
PDDN Claim,42029,Document posted successfully: BKPFF 310009827623462024 HYFCLNT320,System,04-Dec-2024 14:06,02-Dec-2024 07:10,04-Dec-2024 14:06,Upload by Workflow,True
PDDN Claim,42030,Document posted successfully: BKPFF 310009827723462024 HYFCLNT320,System,04-Dec-2024 14:07,02-Dec-2024 07:13,04-Dec-2024 14:06,Upload by Workflow,True
PDDN Claim,42031,Document posted successfully: BKPFF 310009827923462024 HYFCLNT320,System,04-Dec-2024 14:07,02-Dec-2024 07:16,04-Dec-2024 14:07,Upload by Workflow,True
PDDN Claim,42032,Document posted successfully: BKPFF 310009828023462024 HYFCLNT320,System,04-Dec-2024 14:07,02-Dec-2024 07:19,04-Dec-2024 14:07,Upload by Workflow,True
PDDN Claim,42033,Document posted successfully: BKPFF 310009810123462024 HYFCLNT320,System,02-Dec-2024 16:41,02-Dec-2024 07:56,02-Dec-2024 16:41,Upload by Workflow,True
PDDN Claim,42037,Document posted successfully: BKPFF 110000361143282024 HYFCLNT320,System,02-Dec-2024 14:37,02-Dec-2024 12:44,02-Dec-2024 14:36,Upload by Workflow,True
PDDN Claim,42038,Document posted successfully: BKPFF 110000362643282024 HYFCLNT320,System,02-Dec-2024 15:44,02-Dec-2024 13:09,02-Dec-2024 15:43,Upload by Workflow,True
PDDN Claim,42039,Document posted successfully: BKPFF 310009813023462024 HYFCLNT320,System,03-Dec-2024 09:21,02-Dec-2024 13:24,03-Dec-2024 09:21,Upload by Workflow,True
PDDN Claim,42040,Document posted successfully: BKPFF 310009811223462024 HYFCLNT320,System,03-Dec-2024 07:50,02-Dec-2024 13:40,03-Dec-2024 07:49,Upload by Workflow,True
PDDN Claim,42041,Document posted successfully: BKPFF 310009811323462024 HYFCLNT320,System,03-Dec-2024 07:50,02-Dec-2024 13:43,03-Dec-2024 07:50,Upload by Workflow,True
PDDN Claim,42042,Document posted successfully: BKPFF 220001124843282024 HYFCLNT320,System,05-Dec-2024 10:53,05-Dec-2024 10:48,05-Dec-2024 10:53,Upload by Workflow,True
PDDN Claim,42044,Document posted successfully: BKPFF 310009828123462024 HYFCLNT320,System,04-Dec-2024 14:08,02-Dec-2024 16:14,04-Dec-2024 14:08,Upload by Workflow,True
PDDN Claim,42047,Document posted successfully: BKPFF 220001108843282024 HYFCLNT320,System,03-Dec-2024 06:54,03-Dec-2024 06:42,03-Dec-2024 06:53,Upload by Workflow,True
PDDN Claim,42048,Document posted successfully: BKPFF 110000366043282024 HYFCLNT320,System,03-Dec-2024 08:55,03-Dec-2024 06:44,03-Dec-2024 08:54,Upload by Workflow,True
PDDN Claim,42051,Document posted successfully: BKPFF 220001706123462024 HYFCLNT320,System,04-Dec-2024 16:31,03-Dec-2024 08:02,04-Dec-2024 16:30,Upload by Workflow,True
PDDN Claim,42052,Document posted successfully: BKPFF 220001706223462024 HYFCLNT320,System,04-Dec-2024 16:35,03-Dec-2024 08:14,04-Dec-2024 16:35,Upload by Workflow,True
PDDN Claim,42053,Document posted successfully: BKPFF 220001706323462024 HYFCLNT320,System,04-Dec-2024 16:36,03-Dec-2024 08:22,04-Dec-2024 16:36,Upload by Workflow,True
PDDN Claim,42054,Document posted successfully: BKPFF 220001706423462024 HYFCLNT320,System,04-Dec-2024 16:36,03-Dec-2024 08:27,04-Dec-2024 16:36,Upload by Workflow,True
PDDN Claim,42055,Document posted successfully: BKPFF 220001706523462024 HYFCLNT320,System,04-Dec-2024 16:37,03-Dec-2024 08:34,04-Dec-2024 16:36,Upload by Workflow,True
PDDN Claim,42056,Document posted successfully: BKPFF 220001706623462024 HYFCLNT320,System,04-Dec-2024 16:37,03-Dec-2024 08:38,04-Dec-2024 16:37,Upload by Workflow,True
PDDN Claim,42057,Document posted successfully: BKPFF 220001692023462024 HYFCLNT320,System,03-Dec-2024 13:21,03-Dec-2024 10:47,03-Dec-2024 13:21,Upload by Workflow,True
PDDN Claim,42059,Document posted successfully: BKPFF 110000367543282024 HYFCLNT320,System,04-Dec-2024 09:28,03-Dec-2024 15:44,04-Dec-2024 09:27,Upload by Workflow,True
PDDN Claim,42060,Document posted successfully: BKPFF 220001117743282024 HYFCLNT320,System,04-Dec-2024 08:13,04-Dec-2024 08:03,04-Dec-2024 08:13,Upload by Workflow,True
PDDN Claim,42062,Document posted successfully: BKPFF 110000014323322024 HYFCLNT320,System,05-Dec-2024 16:31,04-Dec-2024 08:48,05-Dec-2024 16:30,Upload by Workflow,True
PDDN Claim,42063,Document posted successfully: BKPFF 220001706723462024 HYFCLNT320,System,04-Dec-2024 16:37,04-Dec-2024 10:03,04-Dec-2024 16:37,Upload by Workflow,True
PDDN Claim,42064,Document posted successfully: BKPFF 220001120943282024 HYFCLNT320,System,04-Dec-2024 17:36,04-Dec-2024 11:00,04-Dec-2024 17:36,Upload by Workflow,True
PDDN Claim,42066,Document posted successfully: BKPFF 110000367843282024 HYFCLNT320,System,04-Dec-2024 16:10,04-Dec-2024 15:44,04-Dec-2024 16:10,Upload by Workflow,True
PDDN Claim,42072,Document posted successfully: BKPFF 220001128443282024 HYFCLNT320,System,06-Dec-2024 09:43,05-Dec-2024 07:55,06-Dec-2024 09:42,Upload by Workflow,True
PDDN Claim,42073,Document posted successfully: BKPFF 220001128343282024 HYFCLNT320,System,06-Dec-2024 09:42,05-Dec-2024 08:10,06-Dec-2024 09:42,Upload by Workflow,True
PDDN Claim,42076,Document posted successfully: BKPFF 310009840323462024 HYFCLNT320,System,05-Dec-2024 15:46,05-Dec-2024 13:31,05-Dec-2024 15:45,Upload by Workflow,True
PDDN Claim,42080,Document posted successfully: BKPFF 310009843823462024 HYFCLNT320,System,06-Dec-2024 08:16,05-Dec-2024 15:47,06-Dec-2024 08:16,Upload by Workflow,True
PDDN Claim,42082,Document posted successfully: BKPFF 110009471123462024 HYFCLNT320,System,06-Dec-2024 16:49,06-Dec-2024 06:54,06-Dec-2024 16:49,Upload by Workflow,True
PDDN Claim,42088,Document posted successfully: BKPFF 220001723823462024 HYFCLNT320,System,06-Dec-2024 08:53,06-Dec-2024 07:59,06-Dec-2024 08:53,Upload by Workflow,True
PDDN Claim,42093,Document posted successfully: BKPFF 310009848723462024 HYFCLNT320,System,06-Dec-2024 10:59,06-Dec-2024 09:40,06-Dec-2024 10:59,Upload by Workflow,True
Transportation Claim,29577,Document posted successfully: BKPFF 110000365443282024 HYFCLNT320,System,03-Dec-2024 06:19,01-Nov-2024 09:47,03-Dec-2024 06:19,Upload by Workflow,True
Transportation Claim,29679,Document posted successfully: BKPFF 310009811423462024 HYFCLNT320,System,03-Dec-2024 07:52,13-Nov-2024 07:13,03-Dec-2024 07:52,Upload by Workflow,True
Transportation Claim,29718,Document posted successfully: BKPFF 110009415723462024 HYFCLNT320,System,05-Dec-2024 07:02,18-Nov-2024 07:53,05-Dec-2024 07:02,Upload by Workflow,True
Transportation Claim,29729,Document posted successfully: BKPFF 110000366243282024 HYFCLNT320,System,03-Dec-2024 17:34,19-Nov-2024 10:38,03-Dec-2024 17:34,Upload by Workflow,True
Transportation Claim,29752,Document posted successfully: BKPFF 220001109743282024 HYFCLNT320,System,03-Dec-2024 08:04,19-Nov-2024 08:47,03-Dec-2024 08:04,Upload by Workflow,True
Transportation Claim,29753,Document posted successfully: BKPFF 110009416023462024 HYFCLNT320,System,05-Dec-2024 07:04,19-Nov-2024 09:55,05-Dec-2024 07:04,Upload by Workflow,True
Transportation Claim,29754,Document posted successfully: BKPFF 110000365543282024 HYFCLNT320,System,03-Dec-2024 07:09,19-Nov-2024 11:01,03-Dec-2024 07:09,Upload by Workflow,True
Transportation Claim,29775,Document posted successfully: BKPFF 110000365643282024 HYFCLNT320,System,03-Dec-2024 07:13,21-Nov-2024 07:17,03-Dec-2024 07:13,Upload by Workflow,True
Transportation Claim,29778,Document posted successfully: BKPFF 110000358843282024 HYFCLNT320,System,02-Dec-2024 12:17,21-Nov-2024 09:27,02-Dec-2024 12:17,Upload by Workflow,True
Transportation Claim,29802,Document posted successfully: BKPFF 110009415823462024 HYFCLNT320,System,05-Dec-2024 07:03,22-Nov-2024 11:12,05-Dec-2024 07:02,Upload by Workflow,True
Transportation Claim,29819,Document posted successfully: BKPFF 220001109443282024 HYFCLNT320,System,03-Dec-2024 07:16,25-Nov-2024 13:41,03-Dec-2024 07:16,Upload by Workflow,True
Transportation Claim,29826,Document posted successfully: BKPFF 110009415923462024 HYFCLNT320,System,05-Dec-2024 07:04,26-Nov-2024 07:07,05-Dec-2024 07:03,Upload by Workflow,True
Transportation Claim,29834,Document posted successfully: BKPFF 220001108943282024 HYFCLNT320,System,03-Dec-2024 07:09,26-Nov-2024 16:00,03-Dec-2024 07:08,Upload by Workflow,True
Transportation Claim,29835,Document posted successfully: BKPFF 110009221823462024 HYFCLNT320,System,03-Dec-2024 08:03,26-Nov-2024 12:10,03-Dec-2024 08:03,Upload by Workflow,True
Transportation Claim,29840,Document posted successfully: BKPFF 110009416423462024 HYFCLNT320,System,05-Dec-2024 07:07,02-Dec-2024 14:35,05-Dec-2024 07:07,Upload by Workflow,True
Transportation Claim,29841,Document posted successfully: BKPFF 220001109143282024 HYFCLNT320,System,03-Dec-2024 07:10,28-Nov-2024 07:09,03-Dec-2024 07:10,Upload by Workflow,True
Transportation Claim,29842,Document posted successfully: BKPFF 110009418923462024 HYFCLNT320,1,05-Dec-2024 16:15,28-Nov-2024 07:44,05-Dec-2024 07:08,upload,True
Transportation Claim,29844,Document posted successfully: BKPFF 220001105943282024 HYFCLNT320,System,02-Dec-2024 12:40,28-Nov-2024 09:07,02-Dec-2024 12:40,Upload by Workflow,True
Transportation Claim,29853,Document posted successfully: BKPFF 310009803223462024 HYFCLNT320,System,02-Dec-2024 08:17,28-Nov-2024 13:24,02-Dec-2024 08:17,Upload by Workflow,True
Transportation Claim,29856,Document posted successfully: BKPFF 310009803323462024 HYFCLNT320,System,02-Dec-2024 08:17,28-Nov-2024 14:20,02-Dec-2024 08:17,Upload by Workflow,True
Transportation Claim,29857,Document posted successfully: BKPFF 220001121443282024 HYFCLNT320,System,05-Dec-2024 07:01,28-Nov-2024 14:46,05-Dec-2024 07:01,Upload by Workflow,True
Transportation Claim,29867,Document posted successfully: BKPFF 220001117643282024 HYFCLNT320,1,04-Dec-2024 07:50,29-Nov-2024 07:04,03-Dec-2024 07:12,upload,True
Transportation Claim,29868,Document posted successfully: BKPFF 110000365843282024 HYFCLNT320,System,03-Dec-2024 08:03,29-Nov-2024 07:18,03-Dec-2024 08:03,Upload by Workflow,True
Transportation Claim,29869,Document posted successfully: BKPFF 110009221623462024 HYFCLNT320,System,03-Dec-2024 07:08,29-Nov-2024 07:18,03-Dec-2024 07:08,Upload by Workflow,True
Transportation Claim,29871,Document posted successfully: BKPFF 110000013823322024 HYFCLNT320,System,05-Dec-2024 09:50,29-Nov-2024 09:57,05-Dec-2024 09:50,Upload by Workflow,True
Transportation Claim,29873,Document posted successfully: BKPFF 310009803123462024 HYFCLNT320,System,02-Dec-2024 08:16,29-Nov-2024 11:13,02-Dec-2024 08:16,Upload by Workflow,True
Transportation Claim,29875,Document posted successfully: BKPFF 310009803023462024 HYFCLNT320,System,02-Dec-2024 08:16,29-Nov-2024 13:34,02-Dec-2024 08:16,Upload by Workflow,True
Transportation Claim,29876,Document posted successfully: BKPFF 110000359543282024 HYFCLNT320,System,02-Dec-2024 13:57,29-Nov-2024 13:49,02-Dec-2024 13:57,Upload by Workflow,True
Transportation Claim,29877,Document posted successfully: BKPFF 110009221723462024 HYFCLNT320,System,03-Dec-2024 07:11,29-Nov-2024 13:59,03-Dec-2024 07:11,Upload by Workflow,True
Transportation Claim,29878,Document posted successfully: BKPFF 310009817723462024 HYFCLNT320,System,03-Dec-2024 13:46,29-Nov-2024 15:59,03-Dec-2024 13:46,Upload by Workflow,True
Transportation Claim,29879,Document posted successfully: BKPFF 110009418823462024 HYFCLNT320,1,05-Dec-2024 16:14,29-Nov-2024 16:36,05-Dec-2024 07:09,upload,True
Transportation Claim,29880,Document posted successfully: BKPFF 310009810523462024 HYFCLNT320,System,02-Dec-2024 17:03,29-Nov-2024 16:56,02-Dec-2024 17:03,Upload by Workflow,True
Transportation Claim,29882,Document posted successfully: BKPFF 110009416123462024 HYFCLNT320,System,05-Dec-2024 07:05,02-Dec-2024 07:09,05-Dec-2024 07:04,Upload by Workflow,True
Transportation Claim,29883,Document posted successfully: BKPFF 310009803923462024 HYFCLNT320,System,02-Dec-2024 10:32,02-Dec-2024 07:28,02-Dec-2024 10:31,Upload by Workflow,True
Transportation Claim,29885,Document posted successfully: BKPFF 220001109643282024 HYFCLNT320,System,03-Dec-2024 08:02,02-Dec-2024 08:18,03-Dec-2024 08:01,Upload by Workflow,True
Transportation Claim,29886,Document posted successfully: BKPFF 110000370543282024 HYFCLNT320,System,05-Dec-2024 16:22,02-Dec-2024 09:24,05-Dec-2024 16:22,Upload by Workflow,True
Transportation Claim,29887,Document posted successfully: BKPFF 220001714823462024 HYFCLNT320,System,05-Dec-2024 09:52,02-Dec-2024 09:46,05-Dec-2024 09:52,Upload by Workflow,True
Transportation Claim,29889,Document posted successfully: BKPFF 110009416223462024 HYFCLNT320,System,05-Dec-2024 07:05,02-Dec-2024 12:37,05-Dec-2024 07:05,Upload by Workflow,True
Transportation Claim,29891,Document posted successfully: BKPFF 310009834923462024 HYFCLNT320,System,05-Dec-2024 03:46,02-Dec-2024 14:51,05-Dec-2024 03:46,Upload by Workflow,True
Transportation Claim,29892,Document posted successfully: BKPFF 310009811123462024 HYFCLNT320,System,03-Dec-2024 07:46,02-Dec-2024 15:17,03-Dec-2024 07:46,Upload by Workflow,True
Transportation Claim,29893,Document posted successfully: BKPFF 110009416623462024 HYFCLNT320,System,05-Dec-2024 09:49,02-Dec-2024 15:21,05-Dec-2024 09:49,Upload by Workflow,True
Transportation Claim,29894,Document posted successfully: BKPFF 110009416723462024 HYFCLNT320,System,05-Dec-2024 09:52,02-Dec-2024 15:38,05-Dec-2024 09:51,Upload by Workflow,True
Transportation Claim,29895,Document posted successfully: BKPFF 110009416523462024 HYFCLNT320,System,05-Dec-2024 07:08,02-Dec-2024 16:18,05-Dec-2024 07:08,Upload by Workflow,True
Transportation Claim,29897,Document posted successfully: BKPFF 310009810723462024 HYFCLNT320,System,03-Dec-2024 06:57,02-Dec-2024 17:28,03-Dec-2024 06:57,Upload by Workflow,True
Transportation Claim,29901,Document posted successfully: BKPFF 220001121543282024 HYFCLNT320,System,05-Dec-2024 07:11,03-Dec-2024 07:35,05-Dec-2024 07:11,Upload by Workflow,True
Transportation Claim,29902,Document posted successfully: BKPFF 110000365743282024 HYFCLNT320,System,03-Dec-2024 08:02,03-Dec-2024 07:38,03-Dec-2024 08:02,Upload by Workflow,True
Transportation Claim,29904,Document posted successfully: BKPFF 110000365943282024 HYFCLNT320,System,03-Dec-2024 08:21,03-Dec-2024 07:56,03-Dec-2024 08:21,Upload by Workflow,True
Transportation Claim,29905,Document posted successfully: BKPFF 110000370643282024 HYFCLNT320,System,05-Dec-2024 16:23,03-Dec-2024 13:14,05-Dec-2024 16:23,Upload by Workflow,True
Transportation Claim,29906,Document posted successfully: BKPFF 110000370743282024 HYFCLNT320,System,05-Dec-2024 16:24,03-Dec-2024 13:14,05-Dec-2024 16:24,Upload by Workflow,True
Transportation Claim,29907,Document posted successfully: BKPFF 110000370343282024 HYFCLNT320,System,05-Dec-2024 16:17,03-Dec-2024 13:26,05-Dec-2024 16:17,Upload by Workflow,True
Transportation Claim,29909,Document posted successfully: BKPFF 220001705323462024 HYFCLNT320,System,04-Dec-2024 14:39,03-Dec-2024 16:34,04-Dec-2024 14:39,Upload by Workflow,True
Transportation Claim,29910,Document posted successfully: BKPFF 220001716623462024 HYFCLNT320,System,05-Dec-2024 13:33,03-Dec-2024 16:43,05-Dec-2024 13:33,Upload by Workflow,True
Transportation Claim,29911,Document posted successfully: BKPFF 110000368443282024 HYFCLNT320,System,05-Dec-2024 07:01,03-Dec-2024 16:59,05-Dec-2024 07:00,Upload by Workflow,True
Transportation Claim,29912,Document posted successfully: BKPFF 310009840223462024 HYFCLNT320,System,05-Dec-2024 14:08,04-Dec-2024 04:45,05-Dec-2024 14:07,Upload by Workflow,True
Transportation Claim,29913,Document posted successfully: BKPFF 110000370443282024 HYFCLNT320,System,05-Dec-2024 16:20,04-Dec-2024 06:46,05-Dec-2024 16:20,Upload by Workflow,True
Transportation Claim,29914,Document posted successfully: BKPFF 110009416323462024 HYFCLNT320,System,05-Dec-2024 07:06,04-Dec-2024 07:04,05-Dec-2024 07:06,Upload by Workflow,True
Transportation Claim,29915,Document posted successfully: BKPFF 110000368543282024 HYFCLNT320,System,05-Dec-2024 07:07,04-Dec-2024 09:10,05-Dec-2024 07:06,Upload by Workflow,True
Transportation Claim,29919,Document posted successfully: BKPFF 310009849323462024 HYFCLNT320,System,06-Dec-2024 15:07,05-Dec-2024 07:06,06-Dec-2024 15:06,Upload by Workflow,True
Transportation Claim,29921,Document posted successfully: BKPFF 110000370843282024 HYFCLNT320,System,05-Dec-2024 16:25,05-Dec-2024 07:17,05-Dec-2024 16:25,Upload by Workflow,True
Transportation Claim,29922,Document posted successfully: BKPFF 110000370943282024 HYFCLNT320,System,05-Dec-2024 16:29,05-Dec-2024 16:13,05-Dec-2024 16:29,Upload by Workflow,True
